NormalFormat,CustomName,Year,Session,Timezone,Paper,Subject,Level,Questions,Original,Markscheme,Scanned,Printed,CompletedDate,Completed,Partial,Mark,Maximum,Notes,IgnoreUpdate,GB7,GB6,GB5,GB4,GB3,GB2,GB1,GBMAX
True,,2016.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ2\\original-M-2016-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ2\\markscheme-M-2016-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ2\\scanned-M-2016-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-13 15:34:25.662592,True,False,98.0,120.0,"
",False,83,68,54,39,26,13,0,120
True,,2016.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ1\\original-M-2016-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ1\\markscheme-M-2016-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ2\\original-M-2016-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2016/May/TZ2\\markscheme-M-2016-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2016/November/TZ0\\original-N-2016-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2016/November/TZ0\\markscheme-N-2016-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2016/November/TZ0\\original-N-2016-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2016/November/TZ0\\markscheme-N-2016-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2017.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ1\\original-M-2017-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ1\\markscheme-M-2017-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ1\\scanned-M-2017-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-30 00:00:00.000000,True,False,89.0,100.0,,False,79,65,52,38,26,13,0,100
True,,2017.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ2\\original-M-2017-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ2\\markscheme-M-2017-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ2\\scanned-M-2017-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-04 00:00:00.000000,True,False,90.0,100.0,Mark adjusted for additional time taken,False,79,65,52,38,27,14,0,100
True,,2017.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ1\\original-M-2017-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ1\\markscheme-M-2017-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,80,68,57,45,34,17,0,100
True,,2017.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ2\\original-M-2017-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/May/TZ2\\markscheme-M-2017-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,81,68,54,41,27,14,0,100
True,,2017.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2017/November/TZ0\\original-N-2017-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/November/TZ0\\markscheme-N-2017-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/November/TZ0\\scanned-N-2017-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-28 00:00:00.000000,True,False,78.0,100.0,,False,76,63,51,38,26,13,0,100
True,,2017.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2017/November/TZ0\\original-N-2017-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2017/November/TZ0\\markscheme-N-2017-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,81,67,54,40,29,15,0,100
True,,2018.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ1\\original-M-2018-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ1\\markscheme-M-2018-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,68,56,44,32,22,11,0,100
True,,2018.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ2\\original-M-2018-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ2\\markscheme-M-2018-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,85,72,59,46,35,18,0,100
True,,2018.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ1\\original-M-2018-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ1\\markscheme-M-2018-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ1\\scanned-M-2018-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-01 00:00:00.000000,True,False,78.0,95.0,,False,77,64,52,39,29,15,0,100
True,,2018.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ2\\original-M-2018-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/May/TZ2\\markscheme-M-2018-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,79,66,54,41,30,15,0,100
True,,2018.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2018/November/TZ0\\original-N-2018-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/November/TZ0\\markscheme-N-2018-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/November/TZ0\\scanned-N-2018-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-17 00:00:00.000000,True,False,68.0,100.0,,False,83,68,53,38,27,14,0,100
True,,2018.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2018/November/TZ0\\original-N-2018-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2018/November/TZ0\\markscheme-N-2018-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,78,65,52,39,31,16,0,100
True,,2019.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ1\\original-M-2019-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ1\\markscheme-M-2019-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,78,66,53,41,29,15,0,100
True,,2019.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ2\\original-M-2019-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ2\\markscheme-M-2019-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,76,63,50,37,27,14,0,100
True,,2019.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ1\\original-M-2019-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ1\\markscheme-M-2019-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ1\\scanned-M-2019-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-27 00:00:00.000000,True,False,76.0,89.0,,False,69,58,47,36,24,12,0,100
True,,2019.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ2\\original-M-2019-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ2\\markscheme-M-2019-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2019/May/TZ2\\scanned-M-2019-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-27 00:00:00.000000,True,False,59.0,100.0,,False,77,65,52,40,29,15,0,100
True,,2020.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2020/November/TZ0\\original-N-2020-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/November/TZ0\\markscheme-N-2020-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2020.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2020/November/TZ0\\original-N-2020-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/November/TZ0\\markscheme-N-2020-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/November/TZ0\\scanned-N-2020-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-29 00:00:00.000000,True,False,80.0,96.0,,False,80,67,54,41,31,16,0,100
True,,2021.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\original-M-2021-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\markscheme-M-2021-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\scanned-M-2021-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-24 00:00:00.000000,True,False,68.0,89.0,,False,63,49,36,24,13,4,0,100
True,,2021.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ2\\original-M-2021-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ2\\markscheme-M-2021-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,True,0.0,0.0,"COMPLETED???
",False,69,53,38,24,12,4,0,100
True,,2021.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\original-M-2021-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\markscheme-M-2021-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,62,48,34,23,12,5,0,100
True,,2021.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ2\\original-M-2021-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ2\\markscheme-M-2021-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,True,False,0.0,0.0,,False,62,47,33,19,10,4,0,100
True,,2021.0,M,1.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\original-M-2021-TZ1-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\markscheme-M-2021-TZ1-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ1\\scanned-M-2021-TZ1-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,,False,True,44.0,55.0,,True,63,49,36,24,13,4,0,100
True,,2021.0,M,2.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ2\\original-M-2021-TZ2-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/May/TZ2\\markscheme-M-2021-TZ2-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,"SCAN / MARK
",False,69,53,38,24,12,4,0,100
True,,2021.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\original-N-2021-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\markscheme-N-2021-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\scanned-N-2021-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-17 00:00:00.000000,True,False,65.0,88.0,,False,0,0,0,0,0,0,0,0
True,,2021.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\original-N-2021-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\markscheme-N-2021-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\scanned-N-2021-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,,False,True,0.0,0.0,"PARTIAL, COMPLETE, MARK
",False,67,53,38,24,0,0,0,0
True,,1999.0,M,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\original-M-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\original-M-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\markscheme-M-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\markscheme-M-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,1999.0,M,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\original-M-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\original-M-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\markscheme-M-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/May/TZ0\\markscheme-M-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,1999.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\original-N-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\original-N-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\markscheme-N-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\markscheme-N-1999-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,1999.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\original-N-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\original-N-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\markscheme-N-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/1999/November/TZ0\\markscheme-N-1999-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2000.0,M,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2000/May/TZ0\\original-M-2000-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/May/TZ0\\original-M-2000-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2000/May/TZ0\\markscheme-M-2000-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/May/TZ0\\markscheme-M-2000-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2000.0,M,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2000/May/TZ0\\original-M-2000-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/May/TZ0\\original-M-2000-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2000/May/TZ0\\markscheme-M-2000-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/May/TZ0\\markscheme-M-2000-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2000.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2000/November/TZ0\\original-N-2000-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/November/TZ0\\original-N-2000-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2000/November/TZ0\\markscheme-N-2000-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/November/TZ0\\markscheme-N-2000-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2000.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2000/November/TZ0\\original-N-2000-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/November/TZ0\\original-N-2000-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2000/November/TZ0\\markscheme-N-2000-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2000/November/TZ0\\markscheme-N-2000-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,M,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2001/May/TZ0\\original-M-2001-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/May/TZ0\\original-M-2001-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2001/May/TZ0\\markscheme-M-2001-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/May/TZ0\\markscheme-M-2001-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,M,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2001/May/TZ0\\original-M-2001-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/May/TZ0\\original-M-2001-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2001/May/TZ0\\markscheme-M-2001-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/May/TZ0\\markscheme-M-2001-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2001/November/TZ0\\original-N-2001-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/November/TZ0\\original-N-2001-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2001/November/TZ0\\markscheme-N-2001-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/November/TZ0\\markscheme-N-2001-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2001/November/TZ0\\original-N-2001-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/November/TZ0\\original-N-2001-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2001/November/TZ0\\markscheme-N-2001-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2001/November/TZ0\\markscheme-N-2001-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2002.0,M,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2002/May/TZ0\\original-M-2002-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2002/May/TZ0\\original-M-2002-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2002/May/TZ0\\markscheme-M-2002-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2002/May/TZ0\\markscheme-M-2002-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2002.0,M,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2002/May/TZ0\\original-M-2002-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2002/May/TZ0\\original-M-2002-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2002/May/TZ0\\markscheme-M-2002-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2002/May/TZ0\\markscheme-M-2002-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
