NormalFormat,CustomName,Year,Session,Timezone,Paper,Subject,Level,Questions,Original,Markscheme,Scanned,Printed,CompletedDate,Completed,Partial,Mark,Maximum,Notes,IgnoreUpdate,GB7,GB6,GB5,GB4,GB3,GB2,GB1,GBMAX
True,,2013.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2013/May/TZ0\\original-M-2013-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2013/May/TZ0\\markscheme-M-2013-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2013/November/TZ0\\original-N-2013-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2013/November/TZ0\\markscheme-N-2013-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2014/May/TZ0\\original-M-2014-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2014/May/TZ0\\markscheme-M-2014-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2014/November/TZ0\\original-N-2014-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2014/November/TZ0\\markscheme-N-2014-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2015/May/TZ0\\original-M-2015-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2015/May/TZ0\\markscheme-M-2015-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2015/November/TZ0\\original-N-2015-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2015/November/TZ0\\markscheme-N-2015-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2016/May/TZ0\\original-M-2016-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2016/May/TZ0\\markscheme-M-2016-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2016/November/TZ0\\original-N-2016-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2016/November/TZ0\\markscheme-N-2016-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2017.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2017/May/TZ0\\original-M-2017-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2017/May/TZ0\\markscheme-M-2017-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2017/May/TZ0\\scanned-M-2017-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-16 15:14:04.371115,True,False,41.0,50.0,,False,47,40,32,25,18,9,0,70
True,,2017.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2017/November/TZ0\\original-N-2017-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2017/November/TZ0\\markscheme-N-2017-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2017/November/TZ0\\scanned-N-2017-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-10 00:00:00.000000,True,False,27.0,30.0,"Send for feedback - particularly section D in Q5, complex applications of motivational theories
",False,0,0,0,0,0,0,0,0
True,,2018.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2018/May/TZ0\\original-M-2018-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2018/May/TZ0\\markscheme-M-2018-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2018/May/TZ0\\scanned-M-2018-TZ0-P2-BM-HL-Q1,3,4.pdf"", ""valid"": true, ""identifier"": ""Q1,3,4""}]",True,2022-09-28 00:00:00.000000,True,False,26.0,30.0,,False,0,0,0,0,0,0,0,0
True,,2018.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2018/November/TZ0\\original-N-2018-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2018/November/TZ0\\markscheme-N-2018-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2018/November/TZ0\\scanned-N-2018-TZ0-P2-BM-HL-Q1,4,5 - 27.09.pdf"", ""valid"": true, ""identifier"": ""Q1,4,5 - 27.09""}, {""path"": ""Papers/Business Management/Higher Level/2018/November/TZ0\\scanned-N-2018-TZ0-P2-BM-HL-Q3 - 05.10.pdf"", ""valid"": true, ""identifier"": ""Q3 - 05.10""}, {""path"": ""Papers/Business Management/Higher Level/2018/November/TZ0\\scanned-N-2018-TZ0-P2-BM-HL-Feedback Q1,4,5.pdf"", ""valid"": true, ""identifier"": ""Feedback Q1,4,5""}]",True,2022-09-27 00:00:00.000000,True,False,28.0,30.0,"Awaiting feedback on Q1,4,5
",False,0,0,0,0,0,0,0,0
True,,2019.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2019/May/TZ0\\original-M-2019-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2019/May/TZ0\\markscheme-M-2019-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2019/May/TZ0\\scanned-M-2019-TZ0-P2-BM-HL-Q2,3,4.pdf"", ""valid"": true, ""identifier"": ""Q2,3,4""}]",True,2022-09-25 00:00:00.000000,True,False,26.0,30.0,"
",False,0,0,0,0,0,0,0,0
True,,2019.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2019/November/TZ0\\original-N-2019-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2019/November/TZ0\\markscheme-N-2019-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2019/November/TZ0\\scanned-N-2019-TZ0-P2-BM-HL-Q1,3,4.pdf"", ""valid"": true, ""identifier"": ""Q1,3,4""}]",True,2022-09-16 00:00:00.000000,True,False,0.0,0.0,"Awaiting feedback on Q1,3,4
",False,0,0,0,0,0,0,0,0
True,,2020.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2020/November/TZ0\\original-N-2020-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2020/November/TZ0\\markscheme-N-2020-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2020/November/TZ0\\scanned-N-2020-TZ0-P2-BM-HL-Q1,3.pdf"", ""valid"": true, ""identifier"": ""Q1,3""}]",True,2022-08-15 00:00:00.000000,True,False,0.0,0.0,MARK,False,0,0,0,0,0,0,0,0
True,,2021.0,M,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2021/May/TZ0\\original-M-2021-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2021/May/TZ0\\markscheme-M-2021-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2021/May/TZ0\\scanned-M-2021-TZ0-P2-BM-HL-Q1,3,4.pdf"", ""valid"": true, ""identifier"": ""Q1,3,4""}, {""path"": ""Papers/Business Management/Higher Level/2021/May/TZ0\\scanned-M-2021-TZ0-P2-BM-HL-FEEDBACK Q1,3,4.pdf"", ""valid"": true, ""identifier"": ""FEEDBACK Q1,3,4""}]",True,2022-08-20 00:00:00.000000,True,False,29.0,30.0,"Received Feedback
",False,0,0,0,0,0,0,0,0
True,,2021.0,N,0.0,2.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2021/November/TZ0\\original-N-2021-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2021/November/TZ0\\markscheme-N-2021-TZ0-P2-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2021/November/TZ0\\scanned-N-2021-TZ0-P2-BM-HL-Q1,4,5.pdf"", ""valid"": true, ""identifier"": ""Q1,4,5""}]",True,2022-09-26 00:00:00.000000,True,False,0.0,0.0,"Awaiting feedback on Q1,4,5
Completed in class
",False,0,0,0,0,0,0,0,0
True,,2022.0,TRL,,1.0,MA,HL,,[],"[{""path"": ""Papers/Mathematics/Higher Level/2022/Trial\\markscheme-TRL-2022-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/Trial\\scanned-TRL-2022-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-26 00:00:00.000000,True,False,92.0,110.0,,False,0,0,0,0,0,0,0,0
True,,2022.0,TRL,,2.0,MA,HL,,[],"[{""path"": ""Papers/Mathematics/Higher Level/2022/Trial\\markscheme-TRL-2022-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/Trial\\scanned-TRL-2022-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-29 00:00:00.000000,True,False,84.0,100.0,,False,0,0,0,0,0,0,0,0
True,,2021.0,TRL,,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\original-TRL-2021-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\markscheme-TRL-2021-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\scanned-TRL-2021-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-24 00:00:00.000000,True,False,77.0,110.0,,False,0,0,0,0,0,0,0,0
True,,2022.0,TRL,,3.0,MA,HL,,[],"[{""path"": ""Papers/Mathematics/Higher Level/2022/Trial\\markscheme-TRL-2022-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/Trial\\scanned-TRL-2022-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-02 00:00:00.000000,True,False,21.0,50.0,,False,0,0,0,0,0,0,0,0
True,,2020.0,TRL,,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2020/Trial\\original-TRL-2020-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/Trial\\markscheme-TRL-2020-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/Trial\\scanned-TRL-2020-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-25 00:00:00.000000,True,False,78.0,100.0,,False,0,0,0,0,0,0,0,0
True,,2021.0,TRL,,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\original-TRL-2021-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\markscheme-TRL-2021-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\scanned-TRL-2021-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-04 00:00:00.000000,True,False,64.0,83.0,,False,0,0,0,0,0,0,0,0
True,,2020.0,TRL,,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2020/Trial\\original-TRL-2020-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/Trial\\markscheme-TRL-2020-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2020/Trial\\scanned-TRL-2020-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-05 00:00:00.000000,True,False,47.0,73.0,,False,0,0,0,0,0,0,0,0
True,,2021.0,TRL,,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\original-TRL-2021-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\markscheme-TRL-2021-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/Trial\\scanned-TRL-2021-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-05 00:00:00.000000,True,False,39.0,55.0,,False,0,0,0,0,0,0,0,0
True,,2021.0,N,0.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\original-N-2021-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\markscheme-N-2021-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2021/November/TZ0\\scanned-N-2021-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-05 00:00:00.000000,True,False,46.0,46.0,,False,67,53,38,24,0,0,0,100
True,,2022.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\original-M-2022-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\markscheme-M-2022-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,2022-10-10 00:00:00.000000,True,False,91.0,110.0,"Review the following:
- Q2(b)(ii): mean
- Q9(b): confirm second A1 mark?
- Q11(c) Lost a mark at the end

",False,66,51,38,26,17,10,0,110
True,,2022.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\original-M-2022-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\markscheme-M-2022-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\scanned-M-2022-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-06 00:00:00.000000,True,False,88.0,110.0,,False,66,51,38,26,17,10,0,110
True,,2022.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\original-M-2022-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\markscheme-M-2022-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\scanned-M-2022-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\scanned-M-2022-TZ1-P2-MA-HL-Q10.pdf"", ""valid"": true, ""identifier"": ""Q10""}]",True,2022-10-14 00:00:00.000000,True,False,93.0,110.0,,False,66,51,38,26,17,10,0,110
True,,2022.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\original-M-2022-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\markscheme-M-2022-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\scanned-M-2022-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\scanned-M-2022-TZ2-P2-MA-HL-480786.pdf"", ""valid"": true, ""identifier"": ""480786""}]",True,2022-10-06 00:00:00.000000,True,False,101.0,110.0,"
",False,66,51,38,26,17,10,0,110
True,,2022.0,M,1.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\original-M-2022-TZ1-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ1\\markscheme-M-2022-TZ1-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,36,27,20,15,10,6,0,55
True,,2022.0,M,2.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\original-M-2022-TZ2-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\markscheme-M-2022-TZ2-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2022/May/TZ2\\scanned-M-2022-TZ2-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-05 00:00:00.000000,True,False,44.0,55.0,Used additional 20 minutes,False,36,27,20,15,10,6,0,55
True,,2022.0,CSP,,1.0,BM,HL,,"[{""path"": ""Papers/Business Management/Higher Level/2022/CSP\\original-CSP-2022-P1-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Business Management/Higher Level/2022/CSP\\original-CSP-2022-P1-BM-HL-Case Study.pdf"", ""valid"": true, ""identifier"": ""Case Study""}]","[{""path"": ""Papers/Business Management/Higher Level/2022/CSP\\markscheme-CSP-2022-P1-BM-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Business Management/Higher Level/2022/CSP\\scanned-CSP-2022-P1-BM-HL-Q2,3,4.pdf"", ""valid"": true, ""identifier"": ""Q2,3,4""}]",True,2022-10-15 00:00:00.000000,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2021.0,TRL,,3.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2021/Trial\\original-TRL-2021-P3-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],True,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2000.0,N,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2000/November/TZ0\\original-N-2000-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2000/November/TZ0\\markscheme-N-2000-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2001/May/TZ0\\original-M-2001-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2001/May/TZ0\\markscheme-M-2001-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,N,1.0,1.0,CS,HL,,[],"[{""path"": ""Papers/Computer Science/Higher Level/2001/November/TZ1\\markscheme-N-2001-TZ1-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2001.0,N,2.0,1.0,CS,HL,,[],"[{""path"": ""Papers/Computer Science/Higher Level/2001/November/TZ2\\markscheme-N-2001-TZ2-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2002.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2002/May/TZ0\\original-M-2002-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2002/May/TZ0\\markscheme-M-2002-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2002.0,N,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2002/November/TZ0\\original-N-2002-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2002/November/TZ0\\markscheme-N-2002-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2005.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2005/May/TZ0\\original-M-2005-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2005/May/TZ0\\markscheme-M-2005-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2005.0,N,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2005/November/TZ0\\original-N-2005-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2005/November/TZ0\\markscheme-N-2005-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2006.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2006/May/TZ0\\original-M-2006-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2006/May/TZ0\\markscheme-M-2006-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2006.0,N,0.0,1.0,CS,HL,,[],"[{""path"": ""Papers/Computer Science/Higher Level/2006/November/TZ0\\markscheme-N-2006-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2007.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2007/May/TZ0\\original-M-2007-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2007/May/TZ0\\markscheme-M-2007-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2007.0,N,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2007/November/TZ0\\original-N-2007-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2008.0,N,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2008/November/TZ0\\original-N-2008-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2008/November/TZ0\\markscheme-N-2008-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2009.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2009/May/TZ0\\original-M-2009-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2009.0,N,0.0,1.0,CS,HL,,[],"[{""path"": ""Papers/Computer Science/Higher Level/2009/November/TZ0\\markscheme-N-2009-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2010.0,M,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2010/May/TZ0\\original-M-2010-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2010/May/TZ0\\markscheme-M-2010-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2010.0,N,0.0,1.0,CS,HL,,"[{""path"": ""Papers/Computer Science/Higher Level/2010/November/TZ0\\original-N-2010-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Computer Science/Higher Level/2010/November/TZ0\\markscheme-N-2010-TZ0-P1-CS-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
